"DOY";"Taxa";"Station"
"100726";176;"Mesodinium";"BY31"
"100727";176;"Mesodinium";"BY31"
"100728";176;"Mesodinium";"BY31"
"100729";176;"Mesodinium";"BY31"
"100730";176;"Mesodinium";"BY31"
"100731";176;"Mesodinium";"BY31"
"100732";176;"Mesodinium";"BY31"
"100733";176;"Mesodinium";"BY31"
"100734";177;"Mesodinium";"BY31"
"100735";177;"Mesodinium";"BY31"
"100736";177;"Mesodinium";"BY31"
"100737";177;"Mesodinium";"BY31"
"100738";177;"Mesodinium";"BY31"
"100739";177;"Mesodinium";"BY31"
"100740";177;"Mesodinium";"BY31"
"100741";177;"Mesodinium";"BY31"
"100742";177;"Mesodinium";"BY31"
"100743";177;"Mesodinium";"BY31"
"100744";177;"Mesodinium";"BY31"
"100745";177;"Mesodinium";"BY31"
"100746";177;"Mesodinium";"BY31"
"100747";177;"Mesodinium";"BY31"
"100748";178;"Mesodinium";"BY31"
"100749";178;"Mesodinium";"BY31"
"100750";178;"Mesodinium";"BY31"
"100751";178;"Mesodinium";"BY31"
"100752";178;"Mesodinium";"BY31"
"100753";178;"Mesodinium";"BY31"
"100754";178;"Mesodinium";"BY31"
"100755";178;"Mesodinium";"BY31"
"100756";178;"Mesodinium";"BY31"
"100757";178;"Mesodinium";"BY31"
"100758";178;"Mesodinium";"BY31"
"100759";178;"Mesodinium";"BY31"
"100760";178;"Mesodinium";"BY31"
"100761";179;"Mesodinium";"BY31"
"100762";179;"Mesodinium";"BY31"
"100763";179;"Mesodinium";"BY31"
"100764";179;"Mesodinium";"BY31"
"100765";179;"Mesodinium";"BY31"
"100766";179;"Mesodinium";"BY31"
"100767";179;"Mesodinium";"BY31"
"100768";179;"Mesodinium";"BY31"
"100769";179;"Mesodinium";"BY31"
"100770";179;"Mesodinium";"BY31"
"100771";179;"Mesodinium";"BY31"
"100772";179;"Mesodinium";"BY31"
"100773";179;"Mesodinium";"BY31"
"100774";180;"Mesodinium";"BY31"
"100775";180;"Mesodinium";"BY31"
"100776";180;"Mesodinium";"BY31"
"100777";180;"Mesodinium";"BY31"
"100778";180;"Mesodinium";"BY31"
"100779";180;"Mesodinium";"BY31"
"100780";180;"Mesodinium";"BY31"
"100781";180;"Mesodinium";"BY31"
"100782";180;"Mesodinium";"BY31"
"100783";180;"Mesodinium";"BY31"
"100784";180;"Mesodinium";"BY31"
"100785";180;"Mesodinium";"BY31"
"100786";181;"Mesodinium";"BY31"
"100787";181;"Mesodinium";"BY31"
"100788";181;"Mesodinium";"BY31"
"100789";181;"Mesodinium";"BY31"
"100790";181;"Mesodinium";"BY31"
"100791";181;"Mesodinium";"BY31"
"100792";181;"Mesodinium";"BY31"
"100793";181;"Mesodinium";"BY31"
"100794";181;"Mesodinium";"BY31"
"100795";181;"Mesodinium";"BY31"
"100796";181;"Mesodinium";"BY31"
"100797";181;"Mesodinium";"BY31"
"100798";182;"Mesodinium";"BY31"
"100799";182;"Mesodinium";"BY31"
"100800";182;"Mesodinium";"BY31"
"100801";182;"Mesodinium";"BY31"
"100802";182;"Mesodinium";"BY31"
"100803";182;"Mesodinium";"BY31"
"100804";182;"Mesodinium";"BY31"
"100805";182;"Mesodinium";"BY31"
"100806";182;"Mesodinium";"BY31"
"100807";182;"Mesodinium";"BY31"
"100808";182;"Mesodinium";"BY31"
"100809";183;"Mesodinium";"BY31"
"100810";183;"Mesodinium";"BY31"
"100811";183;"Mesodinium";"BY31"
"100812";183;"Mesodinium";"BY31"
"100813";183;"Mesodinium";"BY31"
"100814";183;"Mesodinium";"BY31"
"100815";183;"Mesodinium";"BY31"
"100816";183;"Mesodinium";"BY31"
"100817";183;"Mesodinium";"BY31"
"100818";183;"Mesodinium";"BY31"
"100819";183;"Mesodinium";"BY31"
"100820";184;"Mesodinium";"BY31"
"100821";184;"Mesodinium";"BY31"
"100822";184;"Mesodinium";"BY31"
"100823";184;"Mesodinium";"BY31"
"100824";184;"Mesodinium";"BY31"
"100825";184;"Mesodinium";"BY31"
"100826";184;"Mesodinium";"BY31"
"100827";184;"Mesodinium";"BY31"
"100828";184;"Mesodinium";"BY31"
"100829";184;"Mesodinium";"BY31"
"100830";185;"Mesodinium";"BY31"
"100831";185;"Mesodinium";"BY31"
"100832";185;"Mesodinium";"BY31"
"100833";185;"Mesodinium";"BY31"
"100834";185;"Mesodinium";"BY31"
"100835";185;"Mesodinium";"BY31"
"100836";185;"Mesodinium";"BY31"
"100837";185;"Mesodinium";"BY31"
"100838";185;"Mesodinium";"BY31"
"100839";185;"Mesodinium";"BY31"
"100840";186;"Mesodinium";"BY31"
"100841";186;"Mesodinium";"BY31"
"100842";186;"Mesodinium";"BY31"
"100843";186;"Mesodinium";"BY31"
"100844";186;"Mesodinium";"BY31"
"100845";186;"Mesodinium";"BY31"
"100846";186;"Mesodinium";"BY31"
"100847";186;"Mesodinium";"BY31"
"100848";186;"Mesodinium";"BY31"
"100849";187;"Mesodinium";"BY31"
"100850";187;"Mesodinium";"BY31"
"100851";187;"Mesodinium";"BY31"
"100852";187;"Mesodinium";"BY31"
"100853";187;"Mesodinium";"BY31"
"100854";187;"Mesodinium";"BY31"
"100855";187;"Mesodinium";"BY31"
"100856";187;"Mesodinium";"BY31"
"100857";187;"Mesodinium";"BY31"
"100858";188;"Mesodinium";"BY31"
"100859";188;"Mesodinium";"BY31"
"100860";188;"Mesodinium";"BY31"
"100861";188;"Mesodinium";"BY31"
"100862";188;"Mesodinium";"BY31"
"100863";188;"Mesodinium";"BY31"
"100864";188;"Mesodinium";"BY31"
"100865";188;"Mesodinium";"BY31"
"100866";188;"Mesodinium";"BY31"
"100867";189;"Mesodinium";"BY31"
"100868";189;"Mesodinium";"BY31"
"100869";189;"Mesodinium";"BY31"
"100870";189;"Mesodinium";"BY31"
"100871";189;"Mesodinium";"BY31"
"100872";189;"Mesodinium";"BY31"
"100873";189;"Mesodinium";"BY31"
"100874";189;"Mesodinium";"BY31"
"100875";189;"Mesodinium";"BY31"
"100876";190;"Mesodinium";"BY31"
"100877";190;"Mesodinium";"BY31"
"100878";190;"Mesodinium";"BY31"
"100879";190;"Mesodinium";"BY31"
"100880";190;"Mesodinium";"BY31"
"100881";190;"Mesodinium";"BY31"
"100882";190;"Mesodinium";"BY31"
"100883";190;"Mesodinium";"BY31"
"100884";190;"Mesodinium";"BY31"
"100885";191;"Mesodinium";"BY31"
"100886";191;"Mesodinium";"BY31"
"100887";191;"Mesodinium";"BY31"
"100888";191;"Mesodinium";"BY31"
"100889";191;"Mesodinium";"BY31"
"100890";191;"Mesodinium";"BY31"
"100891";191;"Mesodinium";"BY31"
"100892";191;"Mesodinium";"BY31"
"100893";191;"Mesodinium";"BY31"
"100894";192;"Mesodinium";"BY31"
"100895";192;"Mesodinium";"BY31"
"100896";192;"Mesodinium";"BY31"
"100897";192;"Mesodinium";"BY31"
"100898";192;"Mesodinium";"BY31"
"100899";192;"Mesodinium";"BY31"
"100900";192;"Mesodinium";"BY31"
"100901";192;"Mesodinium";"BY31"
"100902";193;"Mesodinium";"BY31"
"100903";193;"Mesodinium";"BY31"
"100904";193;"Mesodinium";"BY31"
"100905";193;"Mesodinium";"BY31"
"100906";193;"Mesodinium";"BY31"
"100907";193;"Mesodinium";"BY31"
"100908";193;"Mesodinium";"BY31"
"100909";193;"Mesodinium";"BY31"
"100910";194;"Mesodinium";"BY31"
"100911";194;"Mesodinium";"BY31"
"100912";194;"Mesodinium";"BY31"
"100913";194;"Mesodinium";"BY31"
"100914";194;"Mesodinium";"BY31"
"100915";194;"Mesodinium";"BY31"
"100916";194;"Mesodinium";"BY31"
"100917";194;"Mesodinium";"BY31"
"100918";195;"Mesodinium";"BY31"
"100919";195;"Mesodinium";"BY31"
"100920";195;"Mesodinium";"BY31"
"100921";195;"Mesodinium";"BY31"
"100922";195;"Mesodinium";"BY31"
"100923";195;"Mesodinium";"BY31"
"100924";195;"Mesodinium";"BY31"
"100925";195;"Mesodinium";"BY31"
"100926";196;"Mesodinium";"BY31"
"100927";196;"Mesodinium";"BY31"
"100928";196;"Mesodinium";"BY31"
"100929";196;"Mesodinium";"BY31"
"100930";196;"Mesodinium";"BY31"
"100931";196;"Mesodinium";"BY31"
"100932";196;"Mesodinium";"BY31"
"100933";196;"Mesodinium";"BY31"
"100934";197;"Mesodinium";"BY31"
"100935";197;"Mesodinium";"BY31"
"100936";197;"Mesodinium";"BY31"
"100937";197;"Mesodinium";"BY31"
"100938";197;"Mesodinium";"BY31"
"100939";197;"Mesodinium";"BY31"
"100940";197;"Mesodinium";"BY31"
"100941";198;"Mesodinium";"BY31"
"100942";198;"Mesodinium";"BY31"
"100943";198;"Mesodinium";"BY31"
"100944";198;"Mesodinium";"BY31"
"100945";198;"Mesodinium";"BY31"
"100946";198;"Mesodinium";"BY31"
"100947";198;"Mesodinium";"BY31"
"100948";199;"Mesodinium";"BY31"
"100949";199;"Mesodinium";"BY31"
"100950";199;"Mesodinium";"BY31"
"100951";199;"Mesodinium";"BY31"
"100952";199;"Mesodinium";"BY31"
"100953";199;"Mesodinium";"BY31"
"100954";199;"Mesodinium";"BY31"
"100955";200;"Mesodinium";"BY31"
"100956";200;"Mesodinium";"BY31"
"100957";200;"Mesodinium";"BY31"
"100958";200;"Mesodinium";"BY31"
"100959";200;"Mesodinium";"BY31"
"100960";200;"Mesodinium";"BY31"
"100961";200;"Mesodinium";"BY31"
"100962";201;"Mesodinium";"BY31"
"100963";201;"Mesodinium";"BY31"
"100964";201;"Mesodinium";"BY31"
"100965";201;"Mesodinium";"BY31"
"100966";201;"Mesodinium";"BY31"
"100967";201;"Mesodinium";"BY31"
"100968";201;"Mesodinium";"BY31"
"100969";202;"Mesodinium";"BY31"
"100970";202;"Mesodinium";"BY31"
"100971";202;"Mesodinium";"BY31"
"100972";202;"Mesodinium";"BY31"
"100973";202;"Mesodinium";"BY31"
"100974";202;"Mesodinium";"BY31"
"100975";202;"Mesodinium";"BY31"
"100976";203;"Mesodinium";"BY31"
"100977";203;"Mesodinium";"BY31"
"100978";203;"Mesodinium";"BY31"
"100979";203;"Mesodinium";"BY31"
"100980";203;"Mesodinium";"BY31"
"100981";203;"Mesodinium";"BY31"
"100982";204;"Mesodinium";"BY31"
"100983";204;"Mesodinium";"BY31"
"100984";204;"Mesodinium";"BY31"
"100985";204;"Mesodinium";"BY31"
"100986";204;"Mesodinium";"BY31"
"100987";204;"Mesodinium";"BY31"
"100988";205;"Mesodinium";"BY31"
"100989";205;"Mesodinium";"BY31"
"100990";205;"Mesodinium";"BY31"
"100991";205;"Mesodinium";"BY31"
"100992";205;"Mesodinium";"BY31"
"100993";205;"Mesodinium";"BY31"
"100994";206;"Mesodinium";"BY31"
"100995";206;"Mesodinium";"BY31"
"100996";206;"Mesodinium";"BY31"
"100997";206;"Mesodinium";"BY31"
"100998";206;"Mesodinium";"BY31"
"100999";206;"Mesodinium";"BY31"
"101000";207;"Mesodinium";"BY31"
"101001";207;"Mesodinium";"BY31"
"101002";207;"Mesodinium";"BY31"
"101003";207;"Mesodinium";"BY31"
"101004";207;"Mesodinium";"BY31"
"101005";207;"Mesodinium";"BY31"
"101006";208;"Mesodinium";"BY31"
"101007";208;"Mesodinium";"BY31"
"101008";208;"Mesodinium";"BY31"
"101009";208;"Mesodinium";"BY31"
"101010";208;"Mesodinium";"BY31"
"101011";208;"Mesodinium";"BY31"
"101012";209;"Mesodinium";"BY31"
"101013";209;"Mesodinium";"BY31"
"101014";209;"Mesodinium";"BY31"
"101015";209;"Mesodinium";"BY31"
"101016";209;"Mesodinium";"BY31"
"101017";209;"Mesodinium";"BY31"
"101018";210;"Mesodinium";"BY31"
"101019";210;"Mesodinium";"BY31"
"101020";210;"Mesodinium";"BY31"
"101021";210;"Mesodinium";"BY31"
"101022";210;"Mesodinium";"BY31"
"101023";210;"Mesodinium";"BY31"
"101024";211;"Mesodinium";"BY31"
"101025";211;"Mesodinium";"BY31"
"101026";211;"Mesodinium";"BY31"
"101027";211;"Mesodinium";"BY31"
"101028";211;"Mesodinium";"BY31"
"101029";211;"Mesodinium";"BY31"
"101030";212;"Mesodinium";"BY31"
"101031";212;"Mesodinium";"BY31"
"101032";212;"Mesodinium";"BY31"
"101033";212;"Mesodinium";"BY31"
"101034";212;"Mesodinium";"BY31"
"101035";212;"Mesodinium";"BY31"
"101036";213;"Mesodinium";"BY31"
"101037";213;"Mesodinium";"BY31"
"101038";213;"Mesodinium";"BY31"
"101039";213;"Mesodinium";"BY31"
"101040";213;"Mesodinium";"BY31"
"101041";214;"Mesodinium";"BY31"
"101042";214;"Mesodinium";"BY31"
"101043";214;"Mesodinium";"BY31"
"101044";214;"Mesodinium";"BY31"
"101045";214;"Mesodinium";"BY31"
"101046";215;"Mesodinium";"BY31"
"101047";215;"Mesodinium";"BY31"
"101048";215;"Mesodinium";"BY31"
"101049";215;"Mesodinium";"BY31"
"101050";215;"Mesodinium";"BY31"
"101051";216;"Mesodinium";"BY31"
"101052";216;"Mesodinium";"BY31"
"101053";216;"Mesodinium";"BY31"
"101054";216;"Mesodinium";"BY31"
"101055";216;"Mesodinium";"BY31"
"101056";217;"Mesodinium";"BY31"
"101057";217;"Mesodinium";"BY31"
"101058";217;"Mesodinium";"BY31"
"101059";217;"Mesodinium";"BY31"
"101060";217;"Mesodinium";"BY31"
"101061";218;"Mesodinium";"BY31"
"101062";218;"Mesodinium";"BY31"
"101063";218;"Mesodinium";"BY31"
"101064";218;"Mesodinium";"BY31"
"101065";218;"Mesodinium";"BY31"
"101066";219;"Mesodinium";"BY31"
"101067";219;"Mesodinium";"BY31"
"101068";219;"Mesodinium";"BY31"
"101069";219;"Mesodinium";"BY31"
"101070";219;"Mesodinium";"BY31"
"101071";220;"Mesodinium";"BY31"
"101072";220;"Mesodinium";"BY31"
"101073";220;"Mesodinium";"BY31"
"101074";220;"Mesodinium";"BY31"
"101075";220;"Mesodinium";"BY31"
"101076";221;"Mesodinium";"BY31"
"101077";221;"Mesodinium";"BY31"
"101078";221;"Mesodinium";"BY31"
"101079";221;"Mesodinium";"BY31"
"101080";221;"Mesodinium";"BY31"
"101081";222;"Mesodinium";"BY31"
"101082";222;"Mesodinium";"BY31"
"101083";222;"Mesodinium";"BY31"
"101084";222;"Mesodinium";"BY31"
"101085";222;"Mesodinium";"BY31"
"101086";223;"Mesodinium";"BY31"
"101087";223;"Mesodinium";"BY31"
"101088";223;"Mesodinium";"BY31"
"101089";223;"Mesodinium";"BY31"
"101090";223;"Mesodinium";"BY31"
"101091";224;"Mesodinium";"BY31"
"101092";224;"Mesodinium";"BY31"
"101093";224;"Mesodinium";"BY31"
"101094";224;"Mesodinium";"BY31"
"101095";224;"Mesodinium";"BY31"
"101096";225;"Mesodinium";"BY31"
"101097";225;"Mesodinium";"BY31"
"101098";225;"Mesodinium";"BY31"
"101099";225;"Mesodinium";"BY31"
"101100";225;"Mesodinium";"BY31"
"101101";226;"Mesodinium";"BY31"
"101102";226;"Mesodinium";"BY31"
"101103";226;"Mesodinium";"BY31"
"101104";226;"Mesodinium";"BY31"
"101105";226;"Mesodinium";"BY31"
"101106";227;"Mesodinium";"BY31"
"101107";227;"Mesodinium";"BY31"
"101108";227;"Mesodinium";"BY31"
"101109";227;"Mesodinium";"BY31"
"101110";227;"Mesodinium";"BY31"
"101111";228;"Mesodinium";"BY31"
"101112";228;"Mesodinium";"BY31"
"101113";228;"Mesodinium";"BY31"
"101114";228;"Mesodinium";"BY31"
"101115";228;"Mesodinium";"BY31"
"101116";229;"Mesodinium";"BY31"
"101117";229;"Mesodinium";"BY31"
"101118";229;"Mesodinium";"BY31"
"101119";229;"Mesodinium";"BY31"
"101120";229;"Mesodinium";"BY31"
"101121";230;"Mesodinium";"BY31"
"101122";230;"Mesodinium";"BY31"
"101123";230;"Mesodinium";"BY31"
"101124";230;"Mesodinium";"BY31"
"101125";230;"Mesodinium";"BY31"
"101126";231;"Mesodinium";"BY31"
"101127";231;"Mesodinium";"BY31"
"101128";231;"Mesodinium";"BY31"
"101129";231;"Mesodinium";"BY31"
"101130";231;"Mesodinium";"BY31"
"101131";232;"Mesodinium";"BY31"
"101132";232;"Mesodinium";"BY31"
"101133";232;"Mesodinium";"BY31"
"101134";232;"Mesodinium";"BY31"
"101135";232;"Mesodinium";"BY31"
"101136";233;"Mesodinium";"BY31"
"101137";233;"Mesodinium";"BY31"
"101138";233;"Mesodinium";"BY31"
"101139";233;"Mesodinium";"BY31"
"101140";233;"Mesodinium";"BY31"
"101141";234;"Mesodinium";"BY31"
"101142";234;"Mesodinium";"BY31"
"101143";234;"Mesodinium";"BY31"
"101144";234;"Mesodinium";"BY31"
"101145";234;"Mesodinium";"BY31"
"101146";235;"Mesodinium";"BY31"
"101147";235;"Mesodinium";"BY31"
"101148";235;"Mesodinium";"BY31"
"101149";235;"Mesodinium";"BY31"
"101150";235;"Mesodinium";"BY31"
"101151";236;"Mesodinium";"BY31"
"101152";236;"Mesodinium";"BY31"
"101153";236;"Mesodinium";"BY31"
"101154";236;"Mesodinium";"BY31"
"101155";236;"Mesodinium";"BY31"
"101156";237;"Mesodinium";"BY31"
"101157";237;"Mesodinium";"BY31"
"101158";237;"Mesodinium";"BY31"
"101159";237;"Mesodinium";"BY31"
"101160";237;"Mesodinium";"BY31"
"101161";237;"Mesodinium";"BY31"
"101162";238;"Mesodinium";"BY31"
"101163";238;"Mesodinium";"BY31"
"101164";238;"Mesodinium";"BY31"
"101165";238;"Mesodinium";"BY31"
"101166";238;"Mesodinium";"BY31"
"101167";238;"Mesodinium";"BY31"
"101168";239;"Mesodinium";"BY31"
"101169";239;"Mesodinium";"BY31"
"101170";239;"Mesodinium";"BY31"
"101171";239;"Mesodinium";"BY31"
"101172";239;"Mesodinium";"BY31"
"101173";239;"Mesodinium";"BY31"
"101174";240;"Mesodinium";"BY31"
"101175";240;"Mesodinium";"BY31"
"101176";240;"Mesodinium";"BY31"
"101177";240;"Mesodinium";"BY31"
"101178";240;"Mesodinium";"BY31"
"101179";240;"Mesodinium";"BY31"
"101180";241;"Mesodinium";"BY31"
"101181";241;"Mesodinium";"BY31"
"101182";241;"Mesodinium";"BY31"
"101183";241;"Mesodinium";"BY31"
"101184";241;"Mesodinium";"BY31"
"101185";241;"Mesodinium";"BY31"
"101186";242;"Mesodinium";"BY31"
"101187";242;"Mesodinium";"BY31"
"101188";242;"Mesodinium";"BY31"
"101189";242;"Mesodinium";"BY31"
"101190";242;"Mesodinium";"BY31"
"101191";242;"Mesodinium";"BY31"
"101192";243;"Mesodinium";"BY31"
"101193";243;"Mesodinium";"BY31"
"101194";243;"Mesodinium";"BY31"
"101195";243;"Mesodinium";"BY31"
"101196";243;"Mesodinium";"BY31"
"101197";243;"Mesodinium";"BY31"
"101198";244;"Mesodinium";"BY31"
"101199";244;"Mesodinium";"BY31"
"101200";244;"Mesodinium";"BY31"
"101201";244;"Mesodinium";"BY31"
"101202";244;"Mesodinium";"BY31"
"101203";244;"Mesodinium";"BY31"
"101204";245;"Mesodinium";"BY31"
"101205";245;"Mesodinium";"BY31"
"101206";245;"Mesodinium";"BY31"
"101207";245;"Mesodinium";"BY31"
"101208";245;"Mesodinium";"BY31"
"101209";245;"Mesodinium";"BY31"
"101210";246;"Mesodinium";"BY31"
"101211";246;"Mesodinium";"BY31"
"101212";246;"Mesodinium";"BY31"
"101213";246;"Mesodinium";"BY31"
"101214";246;"Mesodinium";"BY31"
"101215";246;"Mesodinium";"BY31"
"101216";247;"Mesodinium";"BY31"
"101217";247;"Mesodinium";"BY31"
"101218";247;"Mesodinium";"BY31"
"101219";247;"Mesodinium";"BY31"
"101220";247;"Mesodinium";"BY31"
"101221";247;"Mesodinium";"BY31"
"101222";248;"Mesodinium";"BY31"
"101223";248;"Mesodinium";"BY31"
"101224";248;"Mesodinium";"BY31"
"101225";248;"Mesodinium";"BY31"
"101226";248;"Mesodinium";"BY31"
"101227";248;"Mesodinium";"BY31"
"101228";249;"Mesodinium";"BY31"
"101229";249;"Mesodinium";"BY31"
"101230";249;"Mesodinium";"BY31"
"101231";249;"Mesodinium";"BY31"
"101232";249;"Mesodinium";"BY31"
"101233";249;"Mesodinium";"BY31"
"101234";250;"Mesodinium";"BY31"
"101235";250;"Mesodinium";"BY31"
"101236";250;"Mesodinium";"BY31"
"101237";250;"Mesodinium";"BY31"
"101238";250;"Mesodinium";"BY31"
"101239";250;"Mesodinium";"BY31"
"101240";251;"Mesodinium";"BY31"
"101241";251;"Mesodinium";"BY31"
"101242";251;"Mesodinium";"BY31"
"101243";251;"Mesodinium";"BY31"
"101244";251;"Mesodinium";"BY31"
"101245";251;"Mesodinium";"BY31"
"101246";252;"Mesodinium";"BY31"
"101247";252;"Mesodinium";"BY31"
"101248";252;"Mesodinium";"BY31"
"101249";252;"Mesodinium";"BY31"
"101250";252;"Mesodinium";"BY31"
"101251";252;"Mesodinium";"BY31"
"101252";253;"Mesodinium";"BY31"
"101253";253;"Mesodinium";"BY31"
"101254";253;"Mesodinium";"BY31"
"101255";253;"Mesodinium";"BY31"
"101256";253;"Mesodinium";"BY31"
"101257";253;"Mesodinium";"BY31"
"101258";254;"Mesodinium";"BY31"
"101259";254;"Mesodinium";"BY31"
"101260";254;"Mesodinium";"BY31"
"101261";254;"Mesodinium";"BY31"
"101262";254;"Mesodinium";"BY31"
"101263";254;"Mesodinium";"BY31"
"101264";255;"Mesodinium";"BY31"
"101265";255;"Mesodinium";"BY31"
"101266";255;"Mesodinium";"BY31"
"101267";255;"Mesodinium";"BY31"
"101268";255;"Mesodinium";"BY31"
"101269";255;"Mesodinium";"BY31"
"101270";256;"Mesodinium";"BY31"
"101271";256;"Mesodinium";"BY31"
"101272";256;"Mesodinium";"BY31"
"101273";256;"Mesodinium";"BY31"
"101274";256;"Mesodinium";"BY31"
"101275";256;"Mesodinium";"BY31"
"101276";257;"Mesodinium";"BY31"
"101277";257;"Mesodinium";"BY31"
"101278";257;"Mesodinium";"BY31"
"101279";257;"Mesodinium";"BY31"
"101280";257;"Mesodinium";"BY31"
"101281";257;"Mesodinium";"BY31"
"101282";258;"Mesodinium";"BY31"
"101283";258;"Mesodinium";"BY31"
"101284";258;"Mesodinium";"BY31"
"101285";258;"Mesodinium";"BY31"
"101286";258;"Mesodinium";"BY31"
"101287";258;"Mesodinium";"BY31"
"101288";259;"Mesodinium";"BY31"
"101289";259;"Mesodinium";"BY31"
"101290";259;"Mesodinium";"BY31"
"101291";259;"Mesodinium";"BY31"
"101292";259;"Mesodinium";"BY31"
"101293";259;"Mesodinium";"BY31"
"101294";260;"Mesodinium";"BY31"
"101295";260;"Mesodinium";"BY31"
"101296";260;"Mesodinium";"BY31"
"101297";260;"Mesodinium";"BY31"
"101298";260;"Mesodinium";"BY31"
"101299";260;"Mesodinium";"BY31"
"101300";261;"Mesodinium";"BY31"
"101301";261;"Mesodinium";"BY31"
"101302";261;"Mesodinium";"BY31"
"101303";261;"Mesodinium";"BY31"
"101304";261;"Mesodinium";"BY31"
"101305";261;"Mesodinium";"BY31"
"101306";262;"Mesodinium";"BY31"
"101307";262;"Mesodinium";"BY31"
"101308";262;"Mesodinium";"BY31"
"101309";262;"Mesodinium";"BY31"
"101310";262;"Mesodinium";"BY31"
"101311";262;"Mesodinium";"BY31"
"101312";263;"Mesodinium";"BY31"
"101313";263;"Mesodinium";"BY31"
"101314";263;"Mesodinium";"BY31"
"101315";263;"Mesodinium";"BY31"
"101316";263;"Mesodinium";"BY31"
"101317";263;"Mesodinium";"BY31"
"101318";264;"Mesodinium";"BY31"
"101319";264;"Mesodinium";"BY31"
"101320";264;"Mesodinium";"BY31"
"101321";264;"Mesodinium";"BY31"
"101322";264;"Mesodinium";"BY31"
"101323";264;"Mesodinium";"BY31"
"101324";265;"Mesodinium";"BY31"
"101325";265;"Mesodinium";"BY31"
"101326";265;"Mesodinium";"BY31"
"101327";265;"Mesodinium";"BY31"
"101328";265;"Mesodinium";"BY31"
"101329";265;"Mesodinium";"BY31"
"101330";266;"Mesodinium";"BY31"
"101331";266;"Mesodinium";"BY31"
"101332";266;"Mesodinium";"BY31"
"101333";266;"Mesodinium";"BY31"
"101334";266;"Mesodinium";"BY31"
"101335";266;"Mesodinium";"BY31"
"101336";267;"Mesodinium";"BY31"
"101337";267;"Mesodinium";"BY31"
"101338";267;"Mesodinium";"BY31"
"101339";267;"Mesodinium";"BY31"
"101340";267;"Mesodinium";"BY31"
"101341";267;"Mesodinium";"BY31"
"101342";268;"Mesodinium";"BY31"
"101343";268;"Mesodinium";"BY31"
"101344";268;"Mesodinium";"BY31"
"101345";268;"Mesodinium";"BY31"
"101346";268;"Mesodinium";"BY31"
"101347";268;"Mesodinium";"BY31"
"101348";269;"Mesodinium";"BY31"
"101349";269;"Mesodinium";"BY31"
"101350";269;"Mesodinium";"BY31"
"101351";269;"Mesodinium";"BY31"
"101352";269;"Mesodinium";"BY31"
"101353";269;"Mesodinium";"BY31"
"101354";270;"Mesodinium";"BY31"
"101355";270;"Mesodinium";"BY31"
"101356";270;"Mesodinium";"BY31"
"101357";270;"Mesodinium";"BY31"
"101358";270;"Mesodinium";"BY31"
"101359";270;"Mesodinium";"BY31"
"101360";271;"Mesodinium";"BY31"
"101361";271;"Mesodinium";"BY31"
"101362";271;"Mesodinium";"BY31"
"101363";271;"Mesodinium";"BY31"
"101364";271;"Mesodinium";"BY31"
"101365";271;"Mesodinium";"BY31"
"101366";272;"Mesodinium";"BY31"
"101367";272;"Mesodinium";"BY31"
"101368";272;"Mesodinium";"BY31"
"101369";272;"Mesodinium";"BY31"
"101370";272;"Mesodinium";"BY31"
"101371";272;"Mesodinium";"BY31"
"101372";273;"Mesodinium";"BY31"
"101373";273;"Mesodinium";"BY31"
"101374";273;"Mesodinium";"BY31"
"101375";273;"Mesodinium";"BY31"
"101376";273;"Mesodinium";"BY31"
"101377";273;"Mesodinium";"BY31"
"101378";274;"Mesodinium";"BY31"
"101379";274;"Mesodinium";"BY31"
"101380";274;"Mesodinium";"BY31"
"101381";274;"Mesodinium";"BY31"
"101382";274;"Mesodinium";"BY31"
"101383";274;"Mesodinium";"BY31"
"101384";275;"Mesodinium";"BY31"
"101385";275;"Mesodinium";"BY31"
"101386";275;"Mesodinium";"BY31"
"101387";275;"Mesodinium";"BY31"
"101388";275;"Mesodinium";"BY31"
"101389";275;"Mesodinium";"BY31"
"101390";276;"Mesodinium";"BY31"
